crime,number,date,location,beat,neighborhood,npu,lat,long,Month,Day,Year,latLong,name,rating,vicinity,price level,user_ratings_total,store count,new_column
BURGLARY-RESIDENCE,162861615,10/12/2016,2242 MOUNT PARAN RD NW,201,Pleasant Hill,A,33.86,-84.44,10,12,2016,"33.86,-84.44",,,,,,5,store count
BURGLARY-RESIDENCE,163132250,11/08/2016,2222 MOUNT PARAN RD NW   ,201,Pleasant Hill,A,33.86,-84.44,11,8,2016,"33.86,-84.44",,,,,,5,store count
BURGLARY-RESIDENCE,161751554,06/23/2016,3846 PACES FERRY RD NW,201,Paces,A,33.86,-84.44,6,23,2016,"33.86,-84.44",,,,,,5,store count
BURGLARY-RESIDENCE,161951689,07/13/2016,3760 CLOUDLAND DR,201,Pleasant Hill,A,33.86,-84.44,7,13,2016,"33.86,-84.44",,,,,,5,store count
BURGLARY-RESIDENCE,160140253,01/14/2016,3266 SPREADING OAK DR SW,406,East Ardley Road,I,33.73,-84.49,1,14,2016,"33.73,-84.49",,,,,,4,store count
BURGLARY-RESIDENCE,160052081,01/05/2016,871 LAURELMONT DR SW,406,Green Forest Acres,I,33.73,-84.49,1,5,2016,"33.73,-84.49",,,,,,4,store count
BURGLARY-RESIDENCE,163482191,12/13/2016,836 LAURELMONT DR SW,406,Green Forest Acres,I,33.73,-84.49,12,13,2016,"33.73,-84.49",,,,,,4,store count
BURGLARY-RESIDENCE,161531342,06/01/2016,868 LAURELMONT DR SW,406,Green Forest Acres,I,33.73,-84.49,6,1,2016,"33.73,-84.49",,,,,,4,store count
BURGLARY-RESIDENCE,162251924,08/12/2016,3244 ARDLEY RD SW,406,East Ardley Road,I,33.73,-84.49,8,12,2016,"33.73,-84.49",,,,,,4,store count
BURGLARY-RESIDENCE,162122221,07/30/2016,92 POLAR ROCK RD SW,310,Polar Rock,Z,33.7,-84.39,7,30,2016,"33.7,-84.39",,,,,,3,store count
BURGLARY-RESIDENCE,162440123,08/31/2016,72 FINCH DR SE,310,Swallow Circle/Baywood,Z,33.7,-84.39,8,31,2016,"33.7,-84.39",,,,,,3,store count
BURGLARY-RESIDENCE,162570385,09/13/2016,45 CLAIRE DR SE,307,Lakewood Heights,Y,33.7,-84.39,9,13,2016,"33.7,-84.39",,,,,,3,store count
BURGLARY-RESIDENCE,160271370,01/27/2016,2874 GRAND AVE SW,311,Hammond Park,X,33.68,-84.4,1,27,2016,"33.68,-84.4",,,,,,3,store count
BURGLARY-RESIDENCE,163512361,12/16/2016,2880 GRAND AVE SW,311,Hammond Park,X,33.68,-84.4,12,16,2016,"33.68,-84.4",,,,,,3,store count
BURGLARY-RESIDENCE,160321840,02/01/2016,2856 3RD AVE SW,311,Hammond Park,X,33.68,-84.4,2,1,2016,"33.68,-84.4",,,,,,3,store count
BURGLARY-RESIDENCE,160812695,03/21/2016,56 BAKER DR SW,311,Glenrose Heights,Z,33.68,-84.4,3,21,2016,"33.68,-84.4",,,,,,3,store count
BURGLARY-RESIDENCE,160683256,03/08/2016,2868 DEARWOOD DR SW,311,Hammond Park,X,33.68,-84.4,3,8,2016,"33.68,-84.4",,,,,,3,store count
BURGLARY-RESIDENCE,161593049,06/23/2016,15 BAKER DR SW,311,Glenrose Heights,Z,33.68,-84.4,6,23,2016,"33.68,-84.4",,,,,,3,store count
BURGLARY-RESIDENCE,161972783,07/15/2016,2865 GRAND AVE SW,311,Hammond Park,X,33.68,-84.4,7,15,2016,"33.68,-84.4",,,,,,3,store count
BURGLARY-RESIDENCE,161911634,07/09/2016,21 BAKER DR SW,311,Glenrose Heights,Z,33.68,-84.4,7,9,2016,"33.68,-84.4",,,,,,3,store count
BURGLARY-RESIDENCE,162602458,09/16/2016,2661 BEELER DR SW,309,Perkerson,X,33.68,-84.4,9,16,2016,"33.68,-84.4",,,,,,3,store count
BURGLARY-RESIDENCE,160221911,01/22/2016,345 TRIUMPH CIR SE,313,Blair Villa/Poole Creek,Z,33.66,-84.38,1,22,2016,"33.66,-84.38",,,,,,3,store count
BURGLARY-RESIDENCE,160152839,01/15/2016,3338 RUBY H HARPER BLVD SE,313,Blair Villa/Poole Creek,Z,33.66,-84.38,1,15,2016,"33.66,-84.38",,,,,,3,store count
BURGLARY-RESIDENCE,163610208,12/26/2016,3424 BROWNS MILL RD SE,313,Blair Villa/Poole Creek,Z,33.66,-84.38,12,26,2016,"33.66,-84.38",,,,,,3,store count
BURGLARY-RESIDENCE,163431798,12/08/2016,387 COLOGNE DR SE,313,Blair Villa/Poole Creek,Z,33.66,-84.38,12,8,2016,"33.66,-84.38",,,,,,3,store count
BURGLARY-RESIDENCE,163371524,12/02/2016,530 TUFTON TRL SE,312,Glenrose Heights,Z,33.66,-84.38,12,2,2016,"33.66,-84.38",,,,,,3,store count
BURGLARY-RESIDENCE,161811976,06/29/2016,359 BELGARDE PL SE,312,Orchard Knob,Z,33.66,-84.38,6,29,2016,"33.66,-84.38",,,,,,3,store count
BURGLARY-RESIDENCE,161930124,07/11/2016,471 COLOGNE DR SE,313,Blair Villa/Poole Creek,Z,33.66,-84.38,7,11,2016,"33.66,-84.38",,,,,,3,store count
BURGLARY-RESIDENCE,162490194,09/05/2016,511 TUFTON TRL SE,312,Glenrose Heights,Z,33.66,-84.38,9,5,2016,"33.66,-84.38",,,,,,3,store count
BURGLARY-RESIDENCE,162850031,10/11/2016,1660 STANTON RD,408,,R,33.71,-84.44,10,11,2016,"33.71,-84.44",,,,,,3,store count
BURGLARY-RESIDENCE,162792859,10/05/2016,1631 STANTON RD SW,408,,R,33.71,-84.44,10,5,2016,"33.71,-84.44",,,,,,3,store count
BURGLARY-RESIDENCE,163273165,11/22/2016,1631 STANTON RD SW,408,,R,33.71,-84.44,11,22,2016,"33.71,-84.44",,,,,,3,store count
BURGLARY-RESIDENCE,160240929,01/24/2016,1711 CAMPBELLTON RD SW,408,Venetian Hills,S,33.71,-84.44,1,24,2016,"33.71,-84.44",,,,,,3,store count
BURGLARY-RESIDENCE,163502237,12/15/2016,1700 STANTON RD SW,408,,R,33.71,-84.44,12,15,2016,"33.71,-84.44",,,,,,3,store count
BURGLARY-RESIDENCE,163401725,12/05/2016,1610 STANTON RD SW,408,,R,33.71,-84.44,12,5,2016,"33.71,-84.44",,,,,,3,store count
BURGLARY-RESIDENCE,160472589,02/16/2016,1700 STANTON RD SW,408,,R,33.71,-84.44,2,16,2016,"33.71,-84.44",,,,,,3,store count
BURGLARY-RESIDENCE,161312324,05/10/2016,1631 STANTON RD SW,408,,R,33.71,-84.44,5,10,2016,"33.71,-84.44",,,,,,3,store count
BURGLARY-RESIDENCE,161681498,06/16/2016,1631 STANTON RD SW,408,,R,33.71,-84.44,6,16,2016,"33.71,-84.44",,,,,,3,store count
BURGLARY-RESIDENCE,161642516,06/12/2016,1461 VENETIAN DR SW,403,Venetian Hills,S,33.71,-84.44,6,12,2016,"33.71,-84.44",,,,,,3,store count
BURGLARY-RESIDENCE,162731712,09/29/2016,1631 STANTON RD SW,408,,R,33.71,-84.44,9,29,2016,"33.71,-84.44",,,,,,3,store count
BURGLARY-RESIDENCE,162712195,09/27/2016,1631 STANTON RD SW,408,,R,33.71,-84.44,9,27,2016,"33.71,-84.44",,,,,,3,store count
BURGLARY-RESIDENCE,162642534,09/20/2016,1660 STANTON RD SW,408,,R,33.71,-84.44,9,20,2016,"33.71,-84.44",,,,,,3,store count
BURGLARY-RESIDENCE,162582876,09/14/2016,1631 STANTON RD SW,408,,R,33.71,-84.44,9,14,2016,"33.71,-84.44",,,,,,3,store count
BURGLARY-RESIDENCE,162540243,09/10/2016,1700 STANTON RD SW,408,,R,33.71,-84.44,9,10,2016,"33.71,-84.44",,,,,,3,store count
BURGLARY-RESIDENCE,162533204,09/09/2016,1631 STANTON RD SW,408,,R,33.71,-84.44,9,9,2016,"33.71,-84.44",,,,,,3,store count
BURGLARY-RESIDENCE,162511120,09/07/2016,1700 STANTON RD SW,408,,R,33.71,-84.44,9,7,2016,"33.71,-84.44",,,,,,3,store count
BURGLARY-RESIDENCE,162850363,10/11/2016,611 AMAL DR SW,307,Amal Heights,Y,33.71,-84.4,10,11,2016,"33.71,-84.4",,,,,,3,store count
BURGLARY-RESIDENCE,162781867,10/04/2016,262 ARTHUR LANGFORD JR PL SW,307,Joyland,Y,33.71,-84.4,10,4,2016,"33.71,-84.4",,,,,,3,store count
BURGLARY-RESIDENCE,160273240,01/27/2016,1483 ARTHUR LANGFORD JR PL SW,307,Joyland,Y,33.71,-84.4,1,27,2016,"33.71,-84.4",,,,,,3,store count
BURGLARY-RESIDENCE,160080189,01/08/2016,262 ARTHUR LANGFORD JR PL SW,307,Joyland,Y,33.71,-84.4,1,8,2016,"33.71,-84.4",,,,,,3,store count
BURGLARY-RESIDENCE,160053186,01/05/2016,262 ARTHUR LANGFORD JR PL SW,307,Joyland,Y,33.71,-84.4,1,5,2016,"33.71,-84.4",,,,,,3,store count
BURGLARY-RESIDENCE,163620604,12/27/2016,452 DECKNER AVE SW,301,Capitol View Manor,X,33.71,-84.4,12,27,2016,"33.71,-84.4",,,,,,3,store count
BURGLARY-RESIDENCE,160592496,02/28/2016,1767 MAPLE WALK CIR SW,307,Betmar LaVilla,Y,33.71,-84.4,2,28,2016,"33.71,-84.4",,,,,,3,store count
BURGLARY-RESIDENCE,160491339,02/18/2016,1483 ARTHUR LANGFORD JR PL SW,307,Joyland,Y,33.71,-84.4,2,18,2016,"33.71,-84.4",,,,,,3,store count
BURGLARY-RESIDENCE,160682979,03/08/2016,262 ARTHUR LANGFORD JR PL SW,307,Joyland,Y,33.71,-84.4,3,8,2016,"33.71,-84.4",,,,,,3,store count
BURGLARY-RESIDENCE,160671323,03/07/2016,1731 GIBEN RD SW,307,Amal Heights,Y,33.71,-84.4,3,7,2016,"33.71,-84.4",,,,,,3,store count
BURGLARY-RESIDENCE,160631305,03/03/2016,391 DECKNER AVE SW,301,Capitol View Manor,X,33.71,-84.4,3,3,2016,"33.71,-84.4",,,,,,3,store count
BURGLARY-RESIDENCE,160611903,03/01/2016,675 AMAL DR SW,307,Amal Heights,Y,33.71,-84.4,3,1,2016,"33.71,-84.4",,,,,,3,store count
BURGLARY-RESIDENCE,161161400,04/25/2016,570 AMAL DR SW,307,Amal Heights,Y,33.71,-84.4,4,25,2016,"33.71,-84.4",,,,,,3,store count
BURGLARY-RESIDENCE,161351136,05/14/2016,703 AMAL DR SW,307,Amal Heights,Y,33.71,-84.4,5,14,2016,"33.71,-84.4",,,,,,3,store count
BURGLARY-RESIDENCE,162381920,08/25/2016,353 LINCOLN ST SW,307,Joyland,Y,33.71,-84.4,8,25,2016,"33.71,-84.4",,,,,,3,store count
BURGLARY-RESIDENCE,162280925,08/15/2016,247 HIPP ST SW,307,Joyland,Y,33.71,-84.4,8,15,2016,"33.71,-84.4",,,,,,3,store count
BURGLARY-RESIDENCE,162260701,08/13/2016,1483 ARTHUR LANGFORD JR PL SW,307,Joyland,Y,33.71,-84.4,8,13,2016,"33.71,-84.4",,,,,,3,store count
BURGLARY-RESIDENCE,162251239,08/12/2016,262 ARTHUR LANGFORD JR PL SW,307,Joyland,Y,33.71,-84.4,8,12,2016,"33.71,-84.4",,,,,,3,store count
BURGLARY-RESIDENCE,162180025,08/05/2016,262 ARTHUR LANGFORD JR PL SW,305,Joyland,Y,33.71,-84.4,8,5,2016,"33.71,-84.4",,,,,,3,store count
BURGLARY-RESIDENCE,162170507,08/04/2016,262 ARTHUR LANGFORD JR PL SW,307,Joyland,Y,33.71,-84.4,8,4,2016,"33.71,-84.4",,,,,,3,store count
BURGLARY-RESIDENCE,162150886,08/02/2016,1483 ARTHUR LANGFORD JR PL SW,307,Joyland,Y,33.71,-84.4,8,2,2016,"33.71,-84.4",,,,,,3,store count
BURGLARY-RESIDENCE,162671432,09/23/2016,1483 ARTHUR LANGFORD JR PL SW,307,Joyland,Y,33.71,-84.4,9,23,2016,"33.71,-84.4",,,,,,3,store count
BURGLARY-RESIDENCE,161092125,04/18/2016,1380 BOLTON RD NW,114,Atlanta Industrial Park,G,33.79,-84.49,4,18,2016,"33.79,-84.49",,,,,,5,store count
BURGLARY-RESIDENCE,160962253,04/05/2016,1298 BOLTON RD NW,114,English Park,G,33.79,-84.49,4,5,2016,"33.79,-84.49",,,,,,5,store count
BURGLARY-RESIDENCE,162850827,10/11/2016,4505 E CONWAY DR NW,202,Chastain Park,A,33.88,-84.4,10,11,2016,"33.88,-84.4",,,,,,5,store count
BURGLARY-RESIDENCE,163071262,11/02/2016,4436 REID LN NW,202,Chastain Park,A,33.88,-84.4,11,2,2016,"33.88,-84.4",,,,,,5,store count
BURGLARY-RESIDENCE,160272737,01/27/2016,4480 POWERS FERRY RD NW,202,Chastain Park,A,33.88,-84.4,1,27,2016,"33.88,-84.4",,,,,,5,store count
BURGLARY-RESIDENCE,161113046,04/20/2016,3709 LANDAU LN SW,412,Cascade Green,P,33.72,-84.5,4,20,2016,"33.72,-84.5",,,,,,4,store count
BURGLARY-RESIDENCE,163350032,11/30/2016,1706 NOBLE CREEK DR NW,204,Cross Creek,C,33.81,-84.42,11,30,2016,"33.81,-84.42",,,,,,3,store count
BURGLARY-RESIDENCE,163291729,11/24/2016,1031 WADSWORTH DR NW,205,Wildwood (NPU-C),C,33.81,-84.42,11,24,2016,"33.81,-84.42",,,,,,3,store count
BURGLARY-RESIDENCE,163233138,11/18/2016,1005 WADSWORTH DR NW,205,Wildwood (NPU-C),C,33.81,-84.42,11,18,2016,"33.81,-84.42",,,,,,3,store count
BURGLARY-RESIDENCE,163233165,11/18/2016,970 WADSWORTH DR NW,205,Wildwood (NPU-C),C,33.81,-84.42,11,18,2016,"33.81,-84.42",,,,,,3,store count
BURGLARY-RESIDENCE,162130114,07/31/2016,2713 NOBLE CREEK DR NW,204,Cross Creek,C,33.81,-84.42,7,31,2016,"33.81,-84.42",,,,,,3,store count
BURGLARY-RESIDENCE,162041140,07/22/2016,1985 SEABOARD PL NW,204,Underwood Hills,D,33.81,-84.42,7,22,2016,"33.81,-84.42",,,,,,3,store count
BURGLARY-RESIDENCE,162032332,07/21/2016,1901 CAMBRIA AVE NW,204,Underwood Hills,D,33.81,-84.42,7,21,2016,"33.81,-84.42",,,,,,3,store count
BURGLARY-RESIDENCE,162851968,10/11/2016,146 CANDLELIGHT LN SW,407,Baker Hills,H,33.76,-84.52,10,11,2016,"33.76,-84.52",,,,,,4,store count
BURGLARY-RESIDENCE,163380158,12/03/2016,4023 BAKERS FERRY RD SW,407,Baker Hills,H,33.76,-84.52,12,3,2016,"33.76,-84.52",,,,,,4,store count
BURGLARY-RESIDENCE,160571625,02/26/2016,3975 ADAMSVILLE DR SW,407,Baker Hills,H,33.76,-84.52,2,26,2016,"33.76,-84.52",,,,,,4,store count
BURGLARY-RESIDENCE,161132027,04/22/2016,4055 KENORA DR SW,407,Baker Hills,H,33.76,-84.52,4,22,2016,"33.76,-84.52",,,,,,4,store count
BURGLARY-RESIDENCE,161092036,04/18/2016,4104 CORNELL BLVD SW,407,Baker Hills,H,33.76,-84.52,4,18,2016,"33.76,-84.52",,,,,,4,store count
BURGLARY-RESIDENCE,161341425,05/13/2016,104 CANDLELIGHT LN SW,407,Baker Hills,H,33.76,-84.52,5,13,2016,"33.76,-84.52",,,,,,4,store count
BURGLARY-RESIDENCE,161281985,05/07/2016,4144 CORNELL BLVD SW,407,Baker Hills,H,33.76,-84.52,5,7,2016,"33.76,-84.52",,,,,,4,store count
BURGLARY-RESIDENCE,161261979,05/05/2016,155 CANDLELIGHT LN SW,407,Baker Hills,H,33.76,-84.52,5,5,2016,"33.76,-84.52",,,,,,4,store count
BURGLARY-RESIDENCE,161931190,07/11/2016,3927 BAKERS FERRY RD SW,407,Baker Hills,H,33.76,-84.52,7,11,2016,"33.76,-84.52",,,,,,4,store count
BURGLARY-RESIDENCE,162852748,10/11/2016,449 JEFFERSON CHASE CIR SE,312,Glenrose Heights,Z,33.67,-84.38,10,11,2016,"33.67,-84.38",,,,,,3,store count
BURGLARY-RESIDENCE,162791357,10/05/2016,3216 BELFORT RD SE,312,Orchard Knob,Z,33.67,-84.38,10,5,2016,"33.67,-84.38",,,,,,3,store count
BURGLARY-RESIDENCE,162752454,10/01/2016,481 JEFFERSON CHASE CIR SE,312,Glenrose Heights,Z,33.67,-84.38,10,1,2016,"33.67,-84.38",,,,,,3,store count
BURGLARY-RESIDENCE,163572153,12/22/2016,464 TUFTON TRL SE,312,Glenrose Heights,Z,33.67,-84.38,12,22,2016,"33.67,-84.38",,,,,,3,store count
BURGLARY-RESIDENCE,163402446,12/05/2016,487 TUFTON TRL SE,312,Glenrose Heights,Z,33.67,-84.38,12,5,2016,"33.67,-84.38",,,,,,3,store count
BURGLARY-RESIDENCE,163372194,12/02/2016,471 TUFTON TRL SE,312,Glenrose Heights,Z,33.67,-84.38,12,2,2016,"33.67,-84.38",,,,,,3,store count
BURGLARY-RESIDENCE,160472136,02/16/2016,2959 LEVEL RIDGE RD SE,312,Orchard Knob,Z,33.67,-84.38,2,16,2016,"33.67,-84.38",,,,,,3,store count
BURGLARY-RESIDENCE,160763462,03/16/2016,481 JEFFERSON CHASE CIR SE,312,Glenrose Heights,Z,33.67,-84.38,3,16,2016,"33.67,-84.38",,,,,,3,store count
BURGLARY-RESIDENCE,162100894,07/28/2016,3172 BROWNS MILL RD,312,Orchard Knob,Z,33.67,-84.38,7,28,2016,"33.67,-84.38",,,,,,3,store count
BURGLARY-RESIDENCE,162802663,10/06/2016,1307 LAKESIDE VILLAGE DR SE,611,The Villages at East Lake,O,33.75,-84.32,10,6,2016,"33.75,-84.32",,,,,,4,store count
BURGLARY-RESIDENCE,160573127,02/26/2016,708 LAKESIDE VILLAGE DR SE,611,The Villages at East Lake,O,33.75,-84.32,2,26,2016,"33.75,-84.32",,,,,,4,store count
BURGLARY-RESIDENCE,160532524,02/22/2016,144 WATSON CIR SE,611,Kirkwood,O,33.75,-84.32,2,22,2016,"33.75,-84.32",,,,,,4,store count
BURGLARY-RESIDENCE,161440148,05/23/2016,601 LAKESIDE VILLAGE DR SE,611,The Villages at East Lake,O,33.75,-84.32,5,23,2016,"33.75,-84.32",,,,,,4,store count
BURGLARY-RESIDENCE,162102409,07/28/2016,1001 LAKESIDE VILLAGE DR SE,611,The Villages at East Lake,O,33.75,-84.32,7,28,2016,"33.75,-84.32",,,,,,4,store count
BURGLARY-RESIDENCE,160232819,01/23/2016,9110 CHASTAIN DR NE,209,East Chastain Park,B,33.87,-84.38,1,23,2016,"33.87,-84.38",,,,,,4,store count
BURGLARY-RESIDENCE,163513171,12/16/2016,4200 ROSWELL RD NE,209,East Chastain Park,B,33.87,-84.38,12,16,2016,"33.87,-84.38",,,,,,4,store count
BURGLARY-RESIDENCE,160572212,02/26/2016,4108 HAVERHILL DR NE,209,North Buckhead,B,33.87,-84.38,2,26,2016,"33.87,-84.38",,,,,,4,store count
BURGLARY-RESIDENCE,161252000,05/04/2016,4244 RICKENBACKER WAY NE,209,North Buckhead,B,33.87,-84.38,5,4,2016,"33.87,-84.38",,,,,,4,store count
BURGLARY-RESIDENCE,162111706,07/29/2016,4282 ROSWELL RD NE   ,209,East Chastain Park,B,33.87,-84.38,7,29,2016,"33.87,-84.38",,,,,,4,store count
BURGLARY-RESIDENCE,161892505,07/07/2016,4260 RICKENBACKER WAY NE,209,North Buckhead,B,33.87,-84.38,7,7,2016,"33.87,-84.38",,,,,,4,store count
BURGLARY-RESIDENCE,162442574,08/31/2016,368 LAKEMOORE DR NE,209,North Buckhead,B,33.87,-84.38,8,31,2016,"33.87,-84.38",,,,,,4,store count
BURGLARY-RESIDENCE,163301715,11/25/2016,320 FAIRBURN RD SW,407,Fairburn Mays,H,33.75,-84.51,11,25,2016,"33.75,-84.51",,,,,,4,store count
BURGLARY-RESIDENCE,163262473,11/21/2016,320 FAIRBURN RD SW,407,Fairburn Mays,H,33.75,-84.51,11,21,2016,"33.75,-84.51",,,,,,4,store count
BURGLARY-RESIDENCE,160121858,01/12/2016,261 HOWELL TER SW,407,Adamsville,H,33.75,-84.51,1,12,2016,"33.75,-84.51",,,,,,4,store count
BURGLARY-RESIDENCE,160562431,02/25/2016,320 FAIRBURN RD SW,407,Fairburn Mays,H,33.75,-84.51,2,25,2016,"33.75,-84.51",,,,,,4,store count
BURGLARY-RESIDENCE,160760377,03/16/2016,320 FAIRBURN RD SW,407,Fairburn Mays,H,33.75,-84.51,3,16,2016,"33.75,-84.51",,,,,,4,store count
BURGLARY-RESIDENCE,161181404,04/27/2016,3791 WISTERIA LN SW,407,Wisteria Gardens,H,33.75,-84.51,4,27,2016,"33.75,-84.51",,,,,,4,store count
BURGLARY-RESIDENCE,161111692,04/20/2016,261 HOWELL TER SW,407,Adamsville,H,33.75,-84.51,4,20,2016,"33.75,-84.51",,,,,,4,store count
BURGLARY-RESIDENCE,161361439,05/15/2016,226 FAIRBURN RD SW,407,Adamsville,H,33.75,-84.51,5,15,2016,"33.75,-84.51",,,,,,4,store count
BURGLARY-RESIDENCE,161752737,06/23/2016,320 FAIRBURN RD SW,407,Fairburn Mays,H,33.75,-84.51,6,23,2016,"33.75,-84.51",,,,,,4,store count
BURGLARY-RESIDENCE,161852799,07/03/2016,320 FAIRBURN RD SW,407,Fairburn Mays,H,33.75,-84.51,7,3,2016,"33.75,-84.51",,,,,,4,store count
BURGLARY-RESIDENCE,162631940,09/19/2016,320 FAIRBURN RD SW,407,Fairburn Mays,H,33.75,-84.51,9,19,2016,"33.75,-84.51",,,,,,4,store count
BURGLARY-RESIDENCE,162591400,09/15/2016,3723 WISTERIA LN SW,407,Fairburn Mays,H,33.75,-84.51,9,15,2016,"33.75,-84.51",,,,,,4,store count
BURGLARY-RESIDENCE,162751285,10/01/2016,496 SYDNEY ST SE,605,Grant Park,W,33.74,-84.37,10,1,2016,"33.74,-84.37",,,,,,3,store count
BURGLARY-RESIDENCE,160181266,01/18/2016,496 PARK AVE SE,605,Grant Park,W,33.74,-84.37,1,18,2016,"33.74,-84.37",,,,,,3,store count
BURGLARY-RESIDENCE,160701999,03/10/2016,660 BRYAN ST SE,606,Grant Park,W,33.74,-84.37,3,10,2016,"33.74,-84.37",,,,,,3,store count
BURGLARY-RESIDENCE,161441577,05/23/2016,624 WALDO ST SE,605,Grant Park,W,33.74,-84.37,5,23,2016,"33.74,-84.37",,,,,,3,store count
BURGLARY-RESIDENCE,161582464,06/06/2016,422 GEORGIA AVE SE,605,Grant Park,W,33.74,-84.37,6,6,2016,"33.74,-84.37",,,,,,3,store count
BURGLARY-RESIDENCE,162171811,08/04/2016,503 BOULEVARD SE,605,Grant Park,W,33.74,-84.37,8,4,2016,"33.74,-84.37",,,,,,3,store count
BURGLARY-RESIDENCE,162821441,10/08/2016,531 PLAINVILLE DR SW,407,Wildwood (NPU-H),H,33.74,-84.52,10,8,2016,"33.74,-84.52",,,,,,4,store count
BURGLARY-RESIDENCE,161721593,06/20/2016,3948 WILLOW COVE WAY SW,407,Wildwood (NPU-H),H,33.74,-84.52,6,20,2016,"33.74,-84.52",,,,,,4,store count
BURGLARY-RESIDENCE,162421230,08/29/2016,639 UTOY CIR SW,407,Ridgecrest Forest,H,33.74,-84.52,8,29,2016,"33.74,-84.52",,,,,,4,store count
BURGLARY-RESIDENCE,162731024,09/29/2016,470 PLAINVILLE DR SW,407,Wildwood (NPU-H),H,33.74,-84.52,9,29,2016,"33.74,-84.52",,,,,,4,store count
BURGLARY-RESIDENCE,162821754,10/08/2016,2158 BEECHER RD SW,406,Beecher Hills,I,33.73,-84.46,10,8,2016,"33.73,-84.46",,,,,,3,store count
BURGLARY-RESIDENCE,160041693,01/04/2016,958 MOUNT AIRY DR SW,406,Beecher Hills,I,33.73,-84.46,1,4,2016,"33.73,-84.46",,,,,,3,store count
BURGLARY-RESIDENCE,160753145,03/18/2016,2235 BEECHER CIR ,403,Beecher Hills,I,33.73,-84.46,3,18,2016,"33.73,-84.46",,,,,,3,store count
BURGLARY-RESIDENCE,161522378,05/31/2016,2318 HIGHVIEW RD SW,406,Beecher Hills,I,33.73,-84.46,5,31,2016,"33.73,-84.46",,,,,,3,store count
BURGLARY-RESIDENCE,162011058,07/19/2016,2254 BEECHER RD SW,406,Beecher Hills,I,33.73,-84.46,7,19,2016,"33.73,-84.46",,,,,,3,store count
BURGLARY-RESIDENCE,162601162,09/16/2016,2254 BEECHER RD SW,406,Beecher Hills,I,33.73,-84.46,9,16,2016,"33.73,-84.46",,,,,,3,store count
BURGLARY-RESIDENCE,161081297,04/17/2016,3544 ROCKHAVEN CIR NE,210,Pine Hills,B,33.85,-84.35,4,17,2016,"33.85,-84.35",,,,,,3,store count
BURGLARY-RESIDENCE,162811212,10/07/2016,3909 CAMPBELLTON RD SW,412,Kings Forest,P,33.69,-84.52,10,7,2016,"33.69,-84.52",,,,,,4,store count
BURGLARY-RESIDENCE,160082572,01/08/2016,4195 BLANTON AVE SW,413,Fairburn,P,33.69,-84.52,1,8,2016,"33.69,-84.52",,,,,,4,store count
BURGLARY-RESIDENCE,160692180,03/09/2016,2204 BUTNER RD SW,413,Fairburn,P,33.69,-84.52,3,9,2016,"33.69,-84.52",,,,,,4,store count
BURGLARY-RESIDENCE,161812792,06/30/2016,3909 CAMPBELLTON RD SW   ,412,Kings Forest,P,33.69,-84.52,6,30,2016,"33.69,-84.52",,,,,,4,store count
BURGLARY-RESIDENCE,161691098,06/17/2016,2325 BUTNER RD SW,413,Fairburn,P,33.69,-84.52,6,17,2016,"33.69,-84.52",,,,,,4,store count
BURGLARY-RESIDENCE,161970113,07/15/2016,4045 BLANTON AVE SW,413,Fairburn,P,33.69,-84.52,7,15,2016,"33.69,-84.52",,,,,,4,store count
BURGLARY-RESIDENCE,161862514,07/04/2016,2304 EWING ST SW,413,Fairburn,P,33.69,-84.52,7,4,2016,"33.69,-84.52",,,,,,4,store count
BURGLARY-RESIDENCE,162302876,08/17/2016,3901 CAMPBELLTON RD SW,412,Kings Forest,P,33.69,-84.52,8,17,2016,"33.69,-84.52",,,,,,4,store count
BURGLARY-RESIDENCE,162271490,08/14/2016,3901 CAMPBELLTON RD SW,412,Kings Forest,P,33.69,-84.52,8,14,2016,"33.69,-84.52",,,,,,4,store count
BURGLARY-RESIDENCE,162731780,09/29/2016,4026 BLANTON AVE SW,413,Fairburn,P,33.69,-84.52,9,29,2016,"33.69,-84.52",,,,,,4,store count
BURGLARY-RESIDENCE,162661957,09/22/2016,4076 FAIRBURN AVE SW,413,Fairburn,P,33.69,-84.52,9,22,2016,"33.69,-84.52",,,,,,4,store count
BURGLARY-RESIDENCE,160011366,01/01/2016,1123 VICKERS ST SE,607,Woodland Hills,W,33.72,-84.35,1,1,2016,"33.72,-84.35",,,,,,2,store count
BURGLARY-RESIDENCE,161141002,04/23/2016,1239 MORELAND AVE SE,607,Woodland Hills,W,33.72,-84.35,4,23,2016,"33.72,-84.35",,,,,,2,store count
BURGLARY-RESIDENCE,161412613,05/20/2016,1089 E CONFEDERATE AVE SE,607,Woodland Hills,W,33.72,-84.35,5,20,2016,"33.72,-84.35",,,,,,2,store count
BURGLARY-RESIDENCE,161271416,05/06/2016,1350 SUMMER LANE DR SE,607,Custer/McDonough/Guice,W,33.72,-84.35,5,6,2016,"33.72,-84.35",,,,,,2,store count
BURGLARY-RESIDENCE,161722599,06/20/2016,1151 VICKERS ST SE,607,Woodland Hills,W,33.72,-84.35,6,20,2016,"33.72,-84.35",,,,,,2,store count
BURGLARY-RESIDENCE,161582115,06/06/2016,1168 VICKERS ST SE,607,Woodland Hills,W,33.72,-84.35,6,6,2016,"33.72,-84.35",,,,,,2,store count
