crime,number,date,location,beat,neighborhood,npu,lat,long,Month,Day,Year
ROBBERY-COMMERCIAL,161880198,07/06/2016,1072 CASCADE AVE SW,403,Cascade Avenue/Road,S,33.72605,-84.44581,07,06,2016
LARCENY-FROM VEHICLE,161880214,07/06/2016,2265 PERRY BLVD NW,110,Scotts Crossing,G,33.80595,-84.46415999999999,07,06,2016
AUTO THEFT,161880439,07/06/2016,923 LEE ST SW,401,West End,T,33.72991,-84.41606999999999,07,06,2016
BURGLARY-RESIDENCE,161880490,07/06/2016,1572 HARDEE ST NE,609,Edgewood,O,33.75546,-84.33644,07,06,2016
AUTO THEFT,161860055,07/06/2016,3580 CAMPBELLTON RD SW,413,,P,33.6899,-84.50584,07,06,2016
AUTO THEFT,161870003,07/05/2016,2450 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.822790000000005,-84.36773000000001,07,05,2016
BURGLARY-RESIDENCE,161870056,07/05/2016,1302 PEACHTREE PARK DR NE,207,,E,33.81354,-84.38946,07,05,2016
BURGLARY-RESIDENCE,161870064,07/05/2016,1660 PEACHTREE ST NW,502,Midtown,E,33.79874,-84.39164,07,05,2016
LARCENY-NON VEHICLE,161870106,07/05/2016,1141 MOBILE ST NW,105,Hunter Hills,K,33.76262,-84.42453,07,05,2016
LARCENY-FROM VEHICLE,161870113,07/05/2016,3 JOSEPH E LOWERY BLVD NW,104,Vine City,L,33.75488,-84.41744,07,05,2016
AGG ASSAULT,161870146,07/05/2016,915 CONFEDERATE CT SE,607,Ormewood Park,W,33.729440000000004,-84.36171,07,05,2016
AUTO THEFT,161870174,07/05/2016,1106 IRA ST SW,302,Pittsburgh,V,33.72473,-84.39981999999999,07,05,2016
AGG ASSAULT,161870189,07/05/2016,180 CARROLL ST SE,606,Cabbagetown,N,33.74962,-84.36791,07,05,2016
LARCENY-FROM VEHICLE,161870295,07/05/2016,395 PIEDMONT AVE NE @ATLANTA CIVIC CENTER,603,Old Fourth Ward,M,33.76501,-84.38136999999999,07,05,2016
AUTO THEFT,161870322,07/05/2016,1656 WESTWOOD AVE SW,404,Westview,T,33.738170000000004,-84.44191,07,05,2016
AUTO THEFT,161870375,07/05/2016,923 LEE ST SW,401,West End,T,33.72991,-84.41606999999999,07,05,2016
LARCENY-FROM VEHICLE,161870388,07/05/2016,1079 MARIETTA BLVD NW,106,Knight Park/Howell Station,K,33.7839,-84.4285,07,05,2016
LARCENY-FROM VEHICLE,161870508,07/05/2016,499 NORTHSIDE CIR NW,207,Loring Heights,E,33.79766,-84.40596,07,05,2016
BURGLARY-NONRES,161870542,07/05/2016,242 BOULEVARD SE,606,Cabbagetown,N,33.74798,-84.3679,07,05,2016
ROBBERY-PEDESTRIAN,161870549,07/05/2016,2980 JONESBORO RD SE,312,South River Gardens,Z,33.67386,-84.37063,07,05,2016
AUTO THEFT,161870588,07/05/2016,183 MOUNT ZION RD SE,312,Glenrose Heights,Z,33.67268,-84.38507,07,05,2016
LARCENY-FROM VEHICLE,161870595,07/05/2016,840 CENTER HILL AVE NW,109,Center Hill,J,33.77796,-84.46426,07,05,2016
AGG ASSAULT,161870687,07/05/2016,1306 BERNARD ST NW,105,Hunter Hills,K,33.75515,-84.43006,07,05,2016
LARCENY-NON VEHICLE,161870734,07/05/2016,794 ELOISE CT  SE,605,Grant Park,W,33.73453,-84.36143,07,05,2016
LARCENY-FROM VEHICLE,161870739,07/05/2016,3537 INGLEDALE DR SW,412,Heritage Valley,P,33.7054,-84.5024,07,05,2016
BURGLARY-RESIDENCE,161870815,07/05/2016,1438 BLUEFIELD DR SW,403,Oakland City,S,33.724920000000004,-84.43496,07,05,2016
BURGLARY-RESIDENCE,161870843,07/05/2016,159 WHITEFOORD AVE SE,609,Edgewood,O,33.748979999999996,-84.34235,07,05,2016
LARCENY-NON VEHICLE,161870853,07/05/2016,1354 MERIDIAN ST SE,609,Edgewood,O,33.75075,-84.34322,07,05,2016
BURGLARY-RESIDENCE,161870942,07/05/2016,1817 HONEYSUCKLE LN SW,410,Campbellton Road,R,33.70612,-84.45364000000001,07,05,2016
LARCENY-NON VEHICLE,161871018,07/05/2016,2100 SOUTHWOOD BLVD SW,412,Ben Hill Terrace,P,33.69551,-84.51897,07,05,2016
LARCENY-FROM VEHICLE,161871078,07/05/2016,1747 INVERNESS AVE NE,213,Morningside/Lenox Park,F,33.80167,-84.34593000000001,07,05,2016
AGG ASSAULT,161871110,07/05/2016,881 T P BURRUSS SR DR SW,101,Atlanta University Center,T,33.754220000000004,-84.41651,07,05,2016
BURGLARY-NONRES,161871175,07/05/2016,1253 AVON AVE SW,403,Oakland City,S,33.72258,-84.42896,07,05,2016
BURGLARY-RESIDENCE,161871191,07/05/2016,950 MARIETTA ST NW,504,Marietta Street Artery,E,33.77689,-84.40807,07,05,2016
LARCENY-FROM VEHICLE,161871284,07/05/2016,1101 CASCADE CIR SW,403,Cascade Avenue/Road,S,33.72603,-84.44809000000001,07,05,2016
LARCENY-NON VEHICLE,161871327,07/05/2016,3325 PIEDMONT RD NE,208,North Buckhead,B,33.84527,-84.37194000000001,07,05,2016
AGG ASSAULT,161871331,07/05/2016,630 NEW TOWN CIRCLE SE,308,Thomasville Heights,Z,33.70655,-84.3633,07,05,2016
LARCENY-FROM VEHICLE,161871347,07/05/2016,33 ALLEN TEMPLE CT NW,111,,I,33.75415,-84.4908,07,05,2016
LARCENY-NON VEHICLE,161871385,07/05/2016,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.846759999999996,-84.36211999999999,07,05,2016
LARCENY-FROM VEHICLE,161871414,07/05/2016,180 WALKER ST SW,507,Castleberry Hill,M,33.74964,-84.40132,07,05,2016
LARCENY-FROM VEHICLE,161871453,07/05/2016,1017 BLUE RIDGE AVE NE,602,Poncey-Highland,N,33.772220000000004,-84.35416,07,05,2016
LARCENY-NON VEHICLE,161871468,07/05/2016,1065 PEACHTREE ST NE,503,Midtown,E,33.78363,-84.38295,07,05,2016
LARCENY-NON VEHICLE,161871508,07/05/2016,1506 HOWELL MILL RD NW,207,Berkeley Park,D,33.79593,-84.41609,07,05,2016
BURGLARY-RESIDENCE,161871511,07/05/2016,244 HENDRIX AVE SW,303,Mechanicsville,V,33.73212,-84.39603000000001,07,05,2016
ROBBERY-PEDESTRIAN,161871520,07/05/2016,443 HARPER RD SE,310,Lakewood,Z,33.696670000000005,-84.3746,07,05,2016
AUTO THEFT,161871536,07/05/2016,4485 CAMPBELLTON RD SW,412,,P,33.69635,-84.53496,07,05,2016
LARCENY-NON VEHICLE,161871556,07/05/2016,1671 NORTH AVE NW,107,Grove Park,J,33.768359999999994,-84.44256999999999,07,05,2016
AUTO THEFT,161871560,07/05/2016,3833 PRINCETON LAKES CT SW,414,Princeton Lakes,P,33.65684,-84.51316,07,05,2016
BURGLARY-RESIDENCE,161871624,07/05/2016,1982 ROCKLEDGE RD NE,212,Morningside/Lenox Park,F,33.80962,-84.36497,07,05,2016
LARCENY-NON VEHICLE,161871654,07/05/2016,967 OGLETHORPE AVE SW,401,West End,T,33.73603,-84.41946,07,05,2016
LARCENY-FROM VEHICLE,161871667,07/05/2016,3089 CAMPBELLTON RD SW,409,Southwest,R,33.69355,-84.49011,07,05,2016
LARCENY-FROM VEHICLE,161871707,07/05/2016,3131 CAMPBELLTON RD SW @WESTGATE PLAZA,409,Southwest,R,33.69258,-84.49266,07,05,2016
LARCENY-FROM VEHICLE,161871712,07/05/2016,1620 HOLLYWOOD RD NW,113,Scotts Crossing,G,33.79988,-84.47023,07,05,2016
AGG ASSAULT,161871716,07/05/2016,419 PARKWAY DR NE,603,Old Fourth Ward,M,33.76589,-84.37331,07,05,2016
BURGLARY-RESIDENCE,161871720,07/05/2016,1692 LAKE COVE AVE SW,412,Niskey Cove,P,33.70943,-84.53245,07,05,2016
LARCENY-FROM VEHICLE,161871780,07/05/2016,11 ALLEN TEMPLE CT NW,111,,I,33.75517,-84.49078,07,05,2016
LARCENY-NON VEHICLE,161871817,07/05/2016,1772 MELROSE DR SW,306,Sylvan Hills,X,33.70646,-84.41974,07,05,2016
LARCENY-FROM VEHICLE,161871835,07/05/2016,3675 PEACHTREE RD NE,210,Ridgedale Park,B,33.85438,-84.35476,07,05,2016
BURGLARY-RESIDENCE,161871867,07/05/2016,940 OAK ST SW,401,West End,T,33.73942,-84.41906999999999,07,05,2016
LARCENY-NON VEHICLE,161871883,07/05/2016,1356 HEIGHTS PARK DR,607,Custer/McDonough/Guice,W,33.716409999999996,-84.35087,07,05,2016
LARCENY-FROM VEHICLE,161871889,07/05/2016,1130 JUNIPER ST NE,503,Midtown,E,33.78559,-84.38226999999999,07,05,2016
LARCENY-FROM VEHICLE,161871894,07/05/2016,3451 ATLANTA INDUSTRIAL PKWY NW,114,Atlanta Industrial Park,G,33.795,-84.49432,07,05,2016
LARCENY-NON VEHICLE,161871902,07/05/2016,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,07,05,2016
LARCENY-FROM VEHICLE,161871922,07/05/2016,449 AUBURN AVE NE @MLK CENTER,604,Sweet Auburn,M,33.75523,-84.37304,07,05,2016
AGG ASSAULT,161871933,07/05/2016,2591 ETHERIDGE DR NW,113,Carey Park,G,33.7881,-84.47292,07,05,2016
BURGLARY-RESIDENCE,161871936,07/05/2016,1672 VAN EPPS ST SE,612,East Atlanta,W,33.73724,-84.33301,07,05,2016
BURGLARY-RESIDENCE,161872050,07/05/2016,193 RACINE ST SW,104,Mozley Park,K,33.74986,-84.44148,07,05,2016
AGG ASSAULT,161872061,07/05/2016,1981 MARTIN L KING JR DR NW,108,,I,33.75014,-84.45237,07,05,2016
LARCENY-FROM VEHICLE,161872086,07/05/2016,RICHARDSON ST SW / WINDSOR ST SW,303,Mechanicsville,V,33.740759999999995,-84.39829,07,05,2016
BURGLARY-RESIDENCE,161872108,07/05/2016,1044 ASTOR AVE SW,306,Sylvan Hills,X,33.70133,-84.42273,07,05,2016
LARCENY-NON VEHICLE,161872161,07/05/2016,2132 CAMPBELLTON RD SW,410,Campbellton Road,R,33.70577,-84.45812,07,05,2016
LARCENY-NON VEHICLE,161872201,07/05/2016,1219 HILL ST SE,305,Chosewood Park,Y,33.72144,-84.37893000000001,07,05,2016
LARCENY-FROM VEHICLE,161872224,07/05/2016,977 CARTER DR NE,209,Brookhaven,B,33.87635,-84.35499,07,05,2016
LARCENY-NON VEHICLE,161872232,07/05/2016,372 MORELAND AVE NE,602,Inman Park,N,33.764540000000004,-84.34959,07,05,2016
AUTO THEFT,161872285,07/05/2016,3285 PEACHTREE RD NE ,208,Peachtree Park,B,33.844409999999996,-84.36861999999999,07,05,2016
LARCENY-NON VEHICLE,161872299,07/05/2016,2539 PIEDMONT RD NE @TARGET - PIEDMONT,211,Lindbergh/Morosgo,B,33.82403,-84.36328,07,05,2016
LARCENY-FROM VEHICLE,161872305,07/05/2016,556 NORTHSIDE DR SW,303,Adair Park,V,33.739290000000004,-84.40819,07,05,2016
AGG ASSAULT,161872342,07/05/2016,62 HARWELL RD NW,111,,I,33.7538,-84.493,07,05,2016
LARCENY-NON VEHICLE,161872408,07/05/2016,1783 JOHNSON RD NW,110,Rockdale,G,33.785470000000004,-84.44593,07,05,2016
LARCENY-FROM VEHICLE,161862007,07/05/2016,1380 ATLANTIC DR NW @ATLANTIC STATION,501,Atlantic Station,E,33.79282,-84.39779,07,05,2016
BURGLARY-RESIDENCE,161861970,07/05/2016,1114 FOUNTAIN DR SW,104,Ashview Heights,T,33.75131,-84.42412,07,05,2016
BURGLARY-RESIDENCE,161862833,07/05/2016,999 HILL ST SE,304,Peoplestown,V,33.72719,-84.37876999999999,07,05,2016
LARCENY-FROM VEHICLE,161880583,07/05/2016,3410 ALEXANDER RD NE,209,North Buckhead,B,33.85367,-84.36646999999999,07,05,2016
LARCENY-NON VEHICLE,161872545,07/05/2016,650 PONCE DE LEON AVE NE ,506,Midtown,E,33.7752,-84.36584,07,05,2016
LARCENY-FROM VEHICLE,161872551,07/05/2016,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,07,05,2016
LARCENY-NON VEHICLE,161872634,07/05/2016,1404 DODSON DR SW,409,Cascade Heights,I,33.71748,-84.47126,07,05,2016
BURGLARY-RESIDENCE,161872657,07/05/2016,565 GREENSFERRY AVE SW,101,The Villages at Castleberry H,T,33.74651,-84.40675,07,05,2016
BURGLARY-RESIDENCE,161872690,07/05/2016,576 WINTON TER NE,603,Old Fourth Ward,M,33.76877,-84.36829,07,05,2016
LARCENY-NON VEHICLE,161872702,07/05/2016,43 AUBURN AVE NE,510,Downtown,M,33.75523,-84.38698000000001,07,05,2016
RAPE,161872726,07/05/2016,695 NORTH AVE NE @MASQUERADE CLUB,603,Old Fourth Ward,M,33.77073,-84.3645,07,05,2016
AUTO THEFT,161872736,07/05/2016,490 WHITEHALL ST SW,507,Castleberry Hill,M,33.74348,-84.40341,07,05,2016
LARCENY-FROM VEHICLE,161872740,07/05/2016,442 CAIN ST NE,604,Sweet Auburn,M,33.75953,-84.37431,07,05,2016
AUTO THEFT,161872750,07/05/2016,1105 RESEARCH CENTER ATL DR SW,406,,,33.72835,-84.5079,07,05,2016
LARCENY-FROM VEHICLE,161872752,07/05/2016,656 PRYOR ST SW,303,Mechanicsville,V,33.736990000000006,-84.39438,07,05,2016
LARCENY-FROM VEHICLE,161872763,07/05/2016,425 CHAPEL ST SW,507,Castleberry Hill,M,33.75195,-84.40195,07,05,2016
LARCENY-FROM VEHICLE,161872795,07/05/2016,705 PIEDMONT AVE,505,Midtown,E,33.77373,-84.38124,07,05,2016
BURGLARY-RESIDENCE,161872820,07/05/2016,463 BOULEVARD NE,603,Old Fourth Ward,M,33.76701,-84.3718,07,05,2016
BURGLARY-RESIDENCE,161872858,07/05/2016,2400 CAMPBELLTON RD SW,410,Campbellton Road,R,33.70382,-84.46637,07,05,2016
LARCENY-NON VEHICLE,161872877,07/05/2016,590 CASCADE AVE SW ,402,West End,T,33.73812,-84.43276,07,05,2016
HOMICIDE,161871436061,07/05/2016,OLD HAPEVILLE RD SW @ WATERS RD SW,311,Glenrose Heights,Z,33.67658,-84.39331,07,05,2016
AUTO THEFT,161561567,07/05/2016,3242 PEACHTREE RD NE,208,Buckhead Forest,B,33.842859999999995,-84.37291,07,05,2016
HOMICIDE,161802102060,07/04/2016,336 JOSEPH E LOWERY BLVD NW,106,Bankhead,K,33.76383,-84.41787,07,04,2016
BURGLARY-RESIDENCE,161862852,07/04/2016,2900 LANDRUM DR SW,409,Southwest,R,33.70623,-84.48371999999999,07,04,2016
LARCENY-NON VEHICLE,161862920,07/04/2016,559 WINTON TER NE,603,Old Fourth Ward,M,33.76847,-84.36903000000001,07,04,2016
AUTO THEFT,161861989,07/04/2016,3290 MOUNT GILIAD,409,Southwest,R,33.69828,-84.49618000000001,07,04,2016
LARCENY-NON VEHICLE,161862021,07/04/2016,590 CASCADE AVE SW @KROGER - CASCADE,402,West End,T,33.73812,-84.43276,07,04,2016
LARCENY-FROM VEHICLE,161862022,07/04/2016,183 MOUNT ZION RD SE;,312,Glenrose Heights,Z,33.67268,-84.38507,07,04,2016
AGG ASSAULT,161862058,07/04/2016,1615 EZRA CHURCH DR NW,105,West Lake,J,33.759679999999996,-84.43985,07,04,2016
BURGLARY-RESIDENCE,161862087,07/04/2016,921 WESTMORELAND CIR NW,110,West Highlands,G,33.789559999999994,-84.44919,07,04,2016
LARCENY-FROM VEHICLE,161862119,07/04/2016,201 WASHINGTON ST SW @CENTRAL PRESBYTERIA,512,Downtown,M,33.749829999999996,-84.38905,07,04,2016
LARCENY-FROM VEHICLE,161862173,07/04/2016,1785 ROGERS AVE SW,404,Westview,T,33.73753,-84.44604,07,04,2016
LARCENY-NON VEHICLE,161862184,07/04/2016,3604 BAKERS FERRY RD SW,407,Adamsville,H,33.75894,-84.50586,07,04,2016
LARCENY-NON VEHICLE,161862199,07/04/2016,375 18TH ST NW @TARGET - 18TH,501,Atlantic Station,E,33.79303,-84.39921,07,04,2016
AUTO THEFT,161862211,07/04/2016,1917 PRYOR RD SW,307,Lakewood Heights,Y,33.70213,-84.39915,07,04,2016
LARCENY-FROM VEHICLE,161862235,07/04/2016,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,07,04,2016
LARCENY-FROM VEHICLE,161862271,07/04/2016,3670 CAMP CREEK PKWY SW,414,Princeton Lakes,P,33.655,-84.50859,07,04,2016
LARCENY-FROM VEHICLE,161862283,07/04/2016,3059 LYNHURST CIR,406,Ivan Hill,I,33.747170000000004,-84.48722,07,04,2016
AGG ASSAULT,161862298,07/04/2016,400 MERRITS AVE NE,603,Downtown,M,33.75657,-84.38034,07,04,2016
AGG ASSAULT,161862475,07/04/2016,1975 ALISON CT,410,Campbellton Road,R,33.70081,-84.45326999999999,07,04,2016
BURGLARY-RESIDENCE,161862514,07/04/2016,2304 EWING ST SW,413,Fairburn,P,33.69138,-84.51966999999999,07,04,2016
LARCENY-FROM VEHICLE,161862583,07/04/2016,124 MITCHELL ST SW,512,Downtown,M,33.75029,-84.39184,07,04,2016
AUTO THEFT,161862712,07/04/2016,1527 ALDER LN SW,408,Venetian Hills,S,33.714,-84.44868000000001,07,04,2016
AGG ASSAULT,161862747,07/04/2016,646 ELBERT ST SW,301,Adair Park,V,33.72813,-84.40881999999999,07,04,2016
ROBBERY-PEDESTRIAN,161862782,07/04/2016,1354 RALPH D ABERNATHY BLVD SW,402,West End,T,33.7389,-84.43203000000001,07,04,2016
ROBBERY-PEDESTRIAN,161862821,07/04/2016,LAWTON ST SW / MATHEWS ST SW,402,West End,T,33.734629999999996,-84.42338000000001,07,04,2016
AUTO THEFT,161862826,07/04/2016,375 LUCKIE ST NW,504,Downtown,M,33.76494,-84.39578,07,04,2016
LARCENY-FROM VEHICLE,161860057,07/04/2016,1727 JOYCE CIR NW,110,West Highlands,G,33.79331,-84.44743000000001,07,04,2016
LARCENY-FROM VEHICLE,161860075,07/04/2016,505 WHITEHALL ST SW,303,Mechanicsville,V,33.7438,-84.40436,07,04,2016
AUTO THEFT,161860078,07/04/2016,1790 HOWELL MILL RD NW,204,Underwood Hills,D,33.80352,-84.41455,07,04,2016
ROBBERY-PEDESTRIAN,161860080,07/04/2016,956 JOYCE ST SW,104,Ashview Heights,T,33.74824,-84.41893,07,04,2016
LARCENY-FROM VEHICLE,161860141,07/04/2016,3400 MARTIN LUTHER KING DR,407,Adamsville,H,33.75443,-84.49916,07,04,2016
AUTO THEFT,161860189,07/04/2016,215 GRIFFIN ST NW,102,Vine City,L,33.7605,-84.41102,07,04,2016
AGG ASSAULT,161860284,07/04/2016,372 MORELAND AVE NE,602,Inman Park,N,33.764540000000004,-84.34959,07,04,2016
AUTO THEFT,161860285,07/04/2016,1981 FLAT SHOALS RD SE,612,East Atlanta,W,33.72602,-84.32324,07,04,2016
RAPE,161860328,07/04/2016,478 PEACHTREE ST.,502,Downtown,M,33.76791,-84.38600000000001,07,04,2016
BURGLARY-RESIDENCE,161860378,07/04/2016,790 MAGNOLIA WAY NW,102,Vine City,L,33.75805,-84.41386999999999,07,04,2016
ROBBERY-PEDESTRIAN,161860450,07/04/2016,43 ALLEN TEMPLE CT NW,111,,I,33.754259999999995,-84.49101999999999,07,04,2016
LARCENY-FROM VEHICLE,161860645,07/04/2016,561 ELMWOOD RD NW,107,Grove Park,J,33.77033,-84.43853,07,04,2016
BURGLARY-RESIDENCE,161860825,07/04/2016,697 BERNICE ST SW,402,West End,T,33.73635,-84.43296,07,04,2016
LARCENY-NON VEHICLE,161860860,07/04/2016,906 ADAMSON ST SW,303,Mechanicsville,V,33.73004,-84.39555,07,04,2016
LARCENY-FROM VEHICLE,161860874,07/04/2016,2328 CAMPBELLTON RD SW,410,Campbellton Road,R,33.704390000000004,-84.4634,07,04,2016
LARCENY-NON VEHICLE,161860900,07/04/2016,1938 PEACHTREE RD NW,207,,E,33.80768,-84.3943,07,04,2016
LARCENY-FROM VEHICLE,161860957,07/04/2016,400 RALPH MCGILL BLVD NE,603,Old Fourth Ward,M,33.76442,-84.3743,07,04,2016
BURGLARY-RESIDENCE,161860964,07/04/2016,44 KROG ST NE,602,Inman Park,N,33.75503,-84.3643,07,04,2016
LARCENY-NON VEHICLE,161861013,07/04/2016,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457,07,04,2016
BURGLARY-NONRES,161861070,07/04/2016,3378 GREENBRIAR PKWY SW;,413,,P,33.682990000000004,-84.50129,07,04,2016
LARCENY-FROM VEHICLE,161861119,07/04/2016,668 11TH ST NW,501,Home Park,E,33.78269,-84.40878000000001,07,04,2016
LARCENY-NON VEHICLE,161861130,07/04/2016,1655 MEMORIAL DR SE,610,Kirkwood,O,33.74718,-84.3338,07,04,2016
LARCENY-NON VEHICLE,161861141,07/04/2016,1162 PRYOR ST SW,304,Peoplestown,V,33.72327,-84.39322,07,04,2016
LARCENY-FROM VEHICLE,161861241,07/04/2016,2640 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.753809999999994,-84.47425,07,04,2016
BURGLARY-RESIDENCE,161861284,07/04/2016,973 OGLETHORPE AVE SW,401,West End,T,33.73603,-84.41964,07,04,2016
BURGLARY-RESIDENCE,161861332,07/04/2016,1402 DESOTO AVE SW,301,Capitol View,X,33.7166,-84.41163,07,04,2016
LARCENY-FROM VEHICLE,161861369,07/04/2016,291 HAMILTON E HOLMES DR NW @UNION BAPTIST,108,Center Hill,J,33.763000000000005,-84.46921,07,04,2016
BURGLARY-RESIDENCE,161861372,07/04/2016,730 PEEPLES ST SW,401,West End,T,33.735040000000005,-84.42025,07,04,2016
ROBBERY-COMMERCIAL,161861381,07/04/2016,1358 GLENWOOD AVE SE,612,East Atlanta,W,33.740390000000005,-84.34318,07,04,2016
LARCENY-NON VEHICLE,161861395,07/04/2016,1176 CHATTAHOOCHEE AVE NW,203,Blandtown,D,33.80058,-84.42560999999999,07,04,2016
LARCENY-NON VEHICLE,161861436,07/04/2016,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278,07,04,2016
LARCENY-FROM VEHICLE,161861445,07/04/2016,1495 CHATTAHOOCHEE AVE NW,204,Underwood Hills,D,33.80887,-84.43621999999999,07,04,2016
LARCENY-FROM VEHICLE,161861468,07/04/2016,1975 ALISON CT SW,410,Campbellton Road,R,33.701570000000004,-84.45293000000001,07,04,2016
LARCENY-NON VEHICLE,161861472,07/04/2016,2685 METROPOLITAN PKWY SW,309,Perkerson,X,33.68274,-84.40902,07,04,2016
LARCENY-NON VEHICLE,161861491,07/04/2016,2001 JAMES JACKSON PKWY NW,203,Riverside,D,33.810629999999996,-84.47569,07,04,2016
LARCENY-NON VEHICLE,161861544,07/04/2016,3495 BUCKHEAD LOOP NE,208,North Buckhead,B,33.852090000000004,-84.3645,07,04,2016
LARCENY-NON VEHICLE,161861559,07/04/2016,790 HUFF RD NW,203,Blandtown,D,33.78768,-84.41319,07,04,2016
ROBBERY-PEDESTRIAN,161861648,07/04/2016,1981 FLAT SHOALS RD SE,612,East Atlanta,W,33.72602,-84.32324,07,04,2016
AGG ASSAULT,161861737,07/04/2016,479 JOSEPH E BOONE BLVD NW,103,English Avenue,L,33.7638,-84.40349,07,04,2016
LARCENY-FROM VEHICLE,161861740,07/04/2016,239 15TH ST NE,502,Ansley Park,E,33.7882,-84.37899999999999,07,04,2016
RAPE,161861852,07/04/2016,360 PHARR RD. NE ,206,Buckhead Village,B,33.8371,-84.37588000000001,07,04,2016
BURGLARY-RESIDENCE,161861886,07/04/2016,1227 OAKLAND DR SW,403,Oakland City,S,33.72145,-84.42768000000001,07,04,2016
LARCENY-NON VEHICLE,161861903,07/04/2016,1695 MARIETTA BLVD NW,203,Hills Park,D,33.80092,-84.43451,07,04,2016
LARCENY-FROM VEHICLE,161861944,07/04/2016,333 NELSON ST SW,507,Castleberry Hill,M,33.75158,-84.39883,07,04,2016
LARCENY-FROM VEHICLE,161861954,07/04/2016,1753 BEECHER ST SW,404,Westview,T,33.73385,-84.44511999999999,07,04,2016
BURGLARY-RESIDENCE,161850025,07/03/2016,259 RICHARDSON ST SW,303,Mechanicsville,V,33.740829999999995,-84.39654,07,03,2016
LARCENY-FROM VEHICLE,161850042,07/03/2016,360 PHARR RD NE,206,Buckhead Village,B,33.83752,-84.37574000000001,07,03,2016
LARCENY-NON VEHICLE,161850338,07/03/2016,2244 METROPOLITAN PKWY SW ,309,Perkerson,X,33.6929,-84.4067,07,03,2016
AUTO THEFT,161850370,07/03/2016,232 RALPH D ABERNATHY BLVD SW,303,Mechanicsville,V,33.73664,-84.39553000000001,07,03,2016
LARCENY-FROM VEHICLE,161850377,07/03/2016,3788 CAMPBELLTON RD SW,413,,P,33.69037,-84.51286999999999,07,03,2016
AUTO THEFT,161850476,07/03/2016,1176 CHATTAHOOCHEE AVE NW,203,Blandtown,D,33.80058,-84.42560999999999,07,03,2016
LARCENY-NON VEHICLE,161850505,07/03/2016,45 BENNETT ST NW,207,,C,33.81199,-84.39425,07,03,2016
LARCENY-FROM VEHICLE,161850532,07/03/2016,2610 METROPOLITAN PKWY SW,309,Perkerson,X,33.68333,-84.40734,07,03,2016
AGG ASSAULT,161850567,07/03/2016,1280 W PEACHTREE ST NW,502,Midtown,E,33.78971,-84.38812,07,03,2016
LARCENY-FROM VEHICLE,161850579,07/03/2016,MARIETTA BLVD NW/ ELAINE AVE NW,203,Hills Park,D,33.79071,-84.42944,07,03,2016
LARCENY-FROM VEHICLE,161850621,07/03/2016,518 ELM ST NW,103,English Avenue,L,33.76927,-84.40887,07,03,2016
AUTO THEFT,161850638,07/03/2016,3580 CAMPBELLTON RD SW,413,,P,33.6899,-84.50584,07,03,2016
LARCENY-FROM VEHICLE,161850729,07/03/2016,2157 LENOX RD NE,213,Lindridge/Martin Manor,F,33.81365,-84.35135,07,03,2016
AUTO THEFT,161850736,07/03/2016,1492 PIEDMONT AVE NE,213,Sweet Auburn,M,33.75107,-84.37448,07,03,2016
ROBBERY-PEDESTRIAN,161850752,07/03/2016,1092 JUNIPER ST NE,503,Midtown,E,33.78419,-84.38237,07,03,2016
LARCENY-FROM VEHICLE,161850818,07/03/2016,510 WHITEHALL ST SW,303,Mechanicsville,V,33.743159999999996,-84.40433,07,03,2016
LARCENY-FROM VEHICLE,161850920,07/03/2016,3150 DELVIEW WAY ,414,Princeton Lakes,P,33.66935,-84.5116,07,03,2016
LARCENY-FROM VEHICLE,161850921,07/03/2016,126 3RD STREET NE,505,Midtown,E,33.77364,-84.38296,07,03,2016
LARCENY-FROM VEHICLE,161850975,07/03/2016,1401 ADAMS DR SW,409,Cascade Heights,I,33.71731,-84.48711,07,03,2016
LARCENY-FROM VEHICLE,161850982,07/03/2016,330 PEACHTREE BATTLE AVE NW,205,Peachtree Battle Alliance,C,33.82138,-84.39853000000001,07,03,2016
LARCENY-FROM VEHICLE,161851014,07/03/2016,1105 RESEARCH CENTER ATL DR SW ,406,,,33.72835,-84.5079,07,03,2016
LARCENY-NON VEHICLE,161851040,07/03/2016,842 PEACHTREE ST NE,505,Midtown,E,33.77756,-84.38481999999999,07,03,2016
LARCENY-FROM VEHICLE,161851070,07/03/2016,31 MONTGOMERY ST NE,609,Edgewood,O,33.754259999999995,-84.33957,07,03,2016
LARCENY-NON VEHICLE,161851170,07/03/2016,10 LAKESIDE VILLAGE DR SE,611,The Villages at East Lake,O,33.743359999999996,-84.31606,07,03,2016
LARCENY-FROM VEHICLE,161851271,07/03/2016,2020 BOLTON RD NW,203,Whittier Mill Village,D,33.81129,-84.47663,07,03,2016
BURGLARY-RESIDENCE,161851316,07/03/2016,487 THACKERY PL SW,406,Peyton Forest,I,33.7426,-84.48366999999999,07,03,2016
